model,question,correct,seconds,prompt_chars
Llama3.2-3B Q6_K,602,1,0.2204,382
Llama3.2-3B Q6_K,603,1,0.1546,191
Llama3.2-3B Q6_K,604,1,0.2273,433
Llama3.2-3B Q6_K,605,0,0.1580,215
Llama3.2-3B Q6_K,606,1,0.1561,168
Llama3.2-3B Q6_K,607,0,0.1549,178
Llama3.2-3B Q6_K,608,1,0.1579,266
Llama3.2-3B Q6_K,609,1,0.2218,364
Llama3.2-3B Q6_K,610,1,0.2238,372
Llama3.2-3B Q6_K,611,1,0.1566,231
Llama3.2-3B Q6_K,612,0,0.2259,255
Llama3.2-3B Q6_K,613,1,0.2215,183
Llama3.2-3B Q6_K,614,1,0.1541,198
Llama3.2-3B Q6_K,615,0,0.2274,474
Llama3.2-3B Q6_K,616,1,0.2204,289
Llama3.2-3B Q6_K,617,1,0.2257,232
Llama3.2-3B Q6_K,618,1,0.1543,195
Llama3.2-3B Q6_K,619,1,0.1547,250
Llama3.2-3B Q6_K,620,1,0.1227,135
Llama3.2-3B Q6_K,621,1,0.1554,219
Llama3.2-3B Q6_K,622,1,0.1561,234
Llama3.2-3B Q6_K,623,0,0.2251,348
Llama3.2-3B Q6_K,624,1,0.1550,157
Llama3.2-3B Q6_K,625,1,0.2214,307
Llama3.2-3B Q6_K,626,1,0.2241,318
Llama3.2-3B Q6_K,627,0,0.1584,255
Llama3.2-3B Q6_K,628,1,0.1588,138
Llama3.2-3B Q6_K,629,0,0.1570,256
Llama3.2-3B Q6_K,630,1,0.1579,336
Llama3.2-3B Q6_K,631,0,0.2285,420
Llama3.2-3B Q6_K,632,1,0.2231,360
Llama3.2-3B Q6_K,633,1,0.2213,287
Llama3.2-3B Q6_K,634,1,0.2251,430
Llama3.2-3B Q6_K,635,1,0.2328,512
Llama3.2-3B Q6_K,636,1,0.2353,478
Llama3.2-3B Q6_K,637,1,0.2324,509
Llama3.2-3B Q6_K,638,0,0.1619,133
Llama3.2-3B Q6_K,639,1,0.1627,115
Llama3.2-3B Q6_K,640,1,0.2298,423
Llama3.2-3B Q6_K,641,1,0.2276,340
Llama3.2-3B Q6_K,642,0,0.2239,249
Llama3.2-3B Q6_K,643,1,0.1616,213
Llama3.2-3B Q6_K,644,1,0.1554,141
Llama3.2-3B Q6_K,645,0,0.2209,321
Llama3.2-3B Q6_K,646,1,0.2243,289
Llama3.2-3B Q6_K,647,0,0.1611,183
Llama3.2-3B Q6_K,648,1,0.1234,90
Llama3.2-3B Q6_K,649,1,0.1619,259
Llama3.2-3B Q6_K,650,1,0.2287,368
Llama3.2-3B Q6_K,651,1,0.2381,420
Llama3.2-3B Q6_K,652,1,0.1669,248
Llama3.2-3B Q6_K,653,1,0.1652,226
Llama3.2-3B Q6_K,654,0,0.1637,166
Llama3.2-3B Q6_K,655,1,0.1604,319
Llama3.2-3B Q6_K,656,1,0.1578,175
Llama3.2-3B Q6_K,657,1,0.2398,474
Llama3.2-3B Q6_K,658,1,0.2345,311
Llama3.2-3B Q6_K,659,0,0.2269,250
Llama3.2-3B Q6_K,660,0,0.2334,526
Llama3.2-3B Q6_K,661,0,0.2310,379
Llama3.2-3B Q6_K,662,1,0.1655,280
Llama3.2-3B Q6_K,663,1,0.1620,240
Llama3.2-3B Q6_K,664,1,0.2316,326
Llama3.2-3B Q6_K,665,0,0.1597,191
Llama3.2-3B Q6_K,666,1,0.1593,245
Llama3.2-3B Q6_K,667,1,0.2326,368
Llama3.2-3B Q6_K,668,1,0.2311,263
Llama3.2-3B Q6_K,669,1,0.2293,273
Llama3.2-3B Q6_K,670,0,0.1625,250
Llama3.2-3B Q6_K,671,1,0.2369,428
Llama3.2-3B Q6_K,672,1,0.1633,216
Llama3.2-3B Q6_K,673,1,0.2269,236
Llama3.2-3B Q6_K,674,1,0.1671,262
Llama3.2-3B Q6_K,675,1,0.1221,110
Llama3.2-3B Q6_K,676,1,0.2264,322
Llama3.2-3B Q6_K,677,0,0.1657,163
Llama3.2-3B Q6_K,678,0,0.2326,362
Llama3.2-3B Q6_K,679,0,0.1666,245
Llama3.2-3B Q6_K,680,1,0.2310,312
Llama3.2-3B Q6_K,681,1,0.1658,245
Llama3.2-3B Q6_K,682,1,0.1638,262
Llama3.2-3B Q6_K,683,1,0.1621,253
Llama3.2-3B Q6_K,684,1,0.1609,160
Llama3.2-3B Q6_K,685,0,0.1630,202
Llama3.2-3B Q6_K,686,0,0.1621,290
Llama3.2-3B Q6_K,687,1,0.1636,189
Llama3.2-3B Q6_K,688,1,0.1581,192
Llama3.2-3B Q6_K,689,1,0.1613,199
Llama3.2-3B Q6_K,690,1,0.2245,291
Llama3.2-3B Q6_K,691,1,0.1645,204
Llama3.2-3B Q6_K,692,1,0.2341,582
Llama3.2-3B Q6_K,693,0,0.1624,142
Llama3.2-3B Q6_K,694,0,0.1618,214
Llama3.2-3B Q6_K,695,1,0.1579,208
Llama3.2-3B Q6_K,696,0,0.2247,277
Llama3.2-3B Q6_K,697,1,0.2339,333
Llama3.2-3B Q6_K,698,1,0.2273,345
Llama3.2-3B Q6_K,699,1,0.1621,159
Llama3.2-3B Q6_K,700,1,0.1579,134
Llama3.2-3B Q6_K,701,0,0.1599,252
Llama3.2-3B Q6_K,702,1,0.1591,260
Llama3.2-3B Q6_K,703,1,0.1617,226
Llama3.2-3B Q6_K,704,1,0.1583,201
Llama3.2-3B Q6_K,705,1,0.2329,413
Llama3.2-3B Q6_K,706,0,0.1682,258
Llama3.2-3B Q6_K,707,1,0.2328,430
Llama3.2-3B Q6_K,708,1,0.2282,303
Llama3.2-3B Q6_K,709,1,0.2323,448
Llama3.2-3B Q6_K,710,1,0.2299,318
Llama3.2-3B Q6_K,711,1,0.1622,230
Llama3.2-3B Q6_K,712,0,0.1659,209
Llama3.2-3B Q6_K,713,1,0.2258,325
Llama3.2-3B Q6_K,714,1,0.2383,497
Llama3.2-3B Q6_K,715,1,0.2327,357
Llama3.2-3B Q6_K,716,1,0.1636,275
Llama3.2-3B Q6_K,717,0,0.1629,174
Llama3.2-3B Q6_K,718,0,0.2309,379
Llama3.2-3B Q6_K,719,0,0.1620,230
Llama3.2-3B Q6_K,720,1,0.1229,120
Llama3.2-3B Q6_K,721,1,0.1579,168
Llama3.2-3B Q6_K,722,0,0.2237,284
Llama3.2-3B Q6_K,723,1,0.1575,196
Llama3.2-3B Q6_K,724,1,0.1583,229
Llama3.2-3B Q6_K,725,1,0.2265,329
Llama3.2-3B Q6_K,726,1,0.1592,169
Llama3.2-3B Q6_K,727,0,0.2321,355
Llama3.2-3B Q6_K,728,1,0.1615,155
Llama3.2-3B Q6_K,729,1,0.2274,400
Llama3.2-3B Q6_K,730,1,0.2338,469
Llama3.2-3B Q6_K,731,0,0.2345,486
Llama3.2-3B Q6_K,732,1,0.2311,326
Llama3.2-3B Q6_K,733,1,0.1642,248
Llama3.2-3B Q6_K,734,1,0.1583,262
Llama3.2-3B Q6_K,735,0,0.1617,254
Llama3.2-3B Q6_K,736,1,0.2286,339
Llama3.2-3B Q6_K,737,0,0.1587,159
Llama3.2-3B Q6_K,738,1,0.1613,253
Llama3.2-3B Q6_K,739,1,0.2247,275
Llama3.2-3B Q6_K,740,1,0.1597,162
Llama3.2-3B Q6_K,741,1,0.2508,564
Llama3.2-3B Q6_K,742,1,0.2286,241
Llama3.2-3B Q6_K,743,1,0.2323,354
Llama3.2-3B Q6_K,744,1,0.1607,137
Llama3.2-3B Q6_K,745,1,0.2282,356
Llama3.2-3B Q6_K,746,0,0.2491,310
Llama3.2-3B Q6_K,747,1,0.1595,198
Llama3.2-3B Q6_K,748,1,0.2374,263
Llama3.2-3B Q6_K,749,0,0.1607,231
Llama3.2-3B Q6_K,750,1,0.1612,254
Llama3.2-3B Q6_K,751,1,0.1640,274
Llama3.2-3B Q6_K,752,0,0.2265,388
Llama3.2-3B Q6_K,753,1,0.1628,255
Llama3.2-3B Q6_K,754,1,0.2251,310
Llama3.2-3B Q6_K,755,0,0.2284,363
Llama3.2-3B Q6_K,756,0,0.2281,304
Llama3.2-3B Q6_K,757,1,0.2337,447
Llama3.2-3B Q6_K,758,1,0.1615,245
Llama3.2-3B Q6_K,759,1,0.2223,323
Llama3.2-3B Q6_K,760,0,0.1647,264
Llama3.2-3B Q6_K,761,0,0.2286,347
Llama3.2-3B Q6_K,762,0,0.2291,341
Llama3.2-3B Q6_K,763,1,0.1615,264
Llama3.2-3B Q6_K,764,1,0.2259,336
Llama3.2-3B Q6_K,765,0,0.2279,394
Llama3.2-3B Q6_K,766,1,0.2350,513
Llama3.2-3B Q6_K,767,1,0.2423,471
Llama3.2-3B Q6_K,768,0,0.1605,185
Llama3.2-3B Q6_K,769,0,0.1596,304
Llama3.2-3B Q6_K,770,1,0.2288,332
Llama3.2-3B Q6_K,771,1,0.1571,150
Llama3.2-3B Q6_K,772,1,0.1546,202
Llama3.2-3B Q6_K,773,1,0.1618,149
Llama3.2-3B Q6_K,774,1,0.2209,334
Llama3.2-3B Q6_K,775,1,0.1556,116
Llama3.2-3B Q6_K,776,1,0.2284,304
Llama3.2-3B Q6_K,777,0,0.1598,216
Llama3.2-3B Q6_K,778,1,0.1574,189
Llama3.2-3B Q6_K,779,1,0.2248,353
Llama3.2-3B Q6_K,780,1,0.2250,400
Llama3.2-3B Q6_K,781,1,0.1609,180
Llama3.2-3B Q6_K,782,1,0.1220,145
Llama3.2-3B Q6_K,783,1,0.1586,313
Llama3.2-3B Q6_K,784,1,0.1609,283
Llama3.2-3B Q6_K,785,1,0.2263,394
Llama3.2-3B Q6_K,786,0,0.1553,166
Llama3.2-3B Q6_K,787,0,0.2316,395
