model,question,correct,seconds,prompt_chars
Qwen2.5-3B Q8_0,590,1,0.2251,336
Qwen2.5-3B Q8_0,591,1,0.1322,148
Qwen2.5-3B Q8_0,592,1,0.1291,120
Qwen2.5-3B Q8_0,593,1,0.1241,171
Qwen2.5-3B Q8_0,594,1,0.1357,259
Qwen2.5-3B Q8_0,595,1,0.1371,281
Qwen2.5-3B Q8_0,596,1,0.1349,222
Qwen2.5-3B Q8_0,597,0,0.2196,374
Qwen2.5-3B Q8_0,598,1,0.2317,428
Qwen2.5-3B Q8_0,599,1,0.2267,571
Qwen2.5-3B Q8_0,600,1,0.1378,235
Qwen2.5-3B Q8_0,601,1,0.0999,92
Qwen2.5-3B Q8_0,602,1,0.2184,382
Qwen2.5-3B Q8_0,603,1,0.1323,191
Qwen2.5-3B Q8_0,604,1,0.2257,433
Qwen2.5-3B Q8_0,605,1,0.1343,215
Qwen2.5-3B Q8_0,606,1,0.1302,168
Qwen2.5-3B Q8_0,607,0,0.1326,178
Qwen2.5-3B Q8_0,608,1,0.1350,266
Qwen2.5-3B Q8_0,609,1,0.2207,364
Qwen2.5-3B Q8_0,610,1,0.2184,372
Qwen2.5-3B Q8_0,611,1,0.1309,231
Qwen2.5-3B Q8_0,612,1,0.2208,255
Qwen2.5-3B Q8_0,613,0,0.2164,183
Qwen2.5-3B Q8_0,614,0,0.1334,198
Qwen2.5-3B Q8_0,615,0,0.2272,474
Qwen2.5-3B Q8_0,616,0,0.2162,289
Qwen2.5-3B Q8_0,617,0,0.2127,232
Qwen2.5-3B Q8_0,618,1,0.1330,195
Qwen2.5-3B Q8_0,619,1,0.1307,250
Qwen2.5-3B Q8_0,620,1,0.1271,135
Qwen2.5-3B Q8_0,621,1,0.2171,219
Qwen2.5-3B Q8_0,622,1,0.1330,234
Qwen2.5-3B Q8_0,623,1,0.2185,348
Qwen2.5-3B Q8_0,624,1,0.1319,157
Qwen2.5-3B Q8_0,625,1,0.2182,307
Qwen2.5-3B Q8_0,626,1,0.2230,318
Qwen2.5-3B Q8_0,627,1,0.1318,255
Qwen2.5-3B Q8_0,628,1,0.1328,138
Qwen2.5-3B Q8_0,629,1,0.1399,256
Qwen2.5-3B Q8_0,630,0,0.1490,336
Qwen2.5-3B Q8_0,631,1,0.2333,420
Qwen2.5-3B Q8_0,632,1,0.2354,360
Qwen2.5-3B Q8_0,633,1,0.2620,287
Qwen2.5-3B Q8_0,634,1,0.2234,430
Qwen2.5-3B Q8_0,635,1,0.2344,512
Qwen2.5-3B Q8_0,636,1,0.2391,478
Qwen2.5-3B Q8_0,637,1,0.2299,509
Qwen2.5-3B Q8_0,638,1,0.1302,133
Qwen2.5-3B Q8_0,639,1,0.1329,115
Qwen2.5-3B Q8_0,640,1,0.2154,423
Qwen2.5-3B Q8_0,641,1,0.2192,340
Qwen2.5-3B Q8_0,642,1,0.2254,249
Qwen2.5-3B Q8_0,643,0,0.1326,213
Qwen2.5-3B Q8_0,644,1,0.1276,141
Qwen2.5-3B Q8_0,645,1,0.2176,321
Qwen2.5-3B Q8_0,646,1,0.2177,289
Qwen2.5-3B Q8_0,647,0,0.2170,183
Qwen2.5-3B Q8_0,648,1,0.0952,90
Qwen2.5-3B Q8_0,649,1,0.1358,259
Qwen2.5-3B Q8_0,650,0,0.2215,368
Qwen2.5-3B Q8_0,651,1,0.2254,420
Qwen2.5-3B Q8_0,652,1,0.1420,248
Qwen2.5-3B Q8_0,653,1,0.1443,226
Qwen2.5-3B Q8_0,654,0,0.1427,166
Qwen2.5-3B Q8_0,655,1,0.1453,319
Qwen2.5-3B Q8_0,656,1,0.1408,175
Qwen2.5-3B Q8_0,657,1,0.2373,474
Qwen2.5-3B Q8_0,658,1,0.2283,311
Qwen2.5-3B Q8_0,659,1,0.2339,250
Qwen2.5-3B Q8_0,660,1,0.2174,526
Qwen2.5-3B Q8_0,661,0,0.2250,379
Qwen2.5-3B Q8_0,662,1,0.1369,280
Qwen2.5-3B Q8_0,663,0,0.1346,240
Qwen2.5-3B Q8_0,664,1,0.2222,326
Qwen2.5-3B Q8_0,665,1,0.1339,191
Qwen2.5-3B Q8_0,666,1,0.1404,245
Qwen2.5-3B Q8_0,667,1,0.2161,368
Qwen2.5-3B Q8_0,668,1,0.2184,263
Qwen2.5-3B Q8_0,669,0,0.1342,273
Qwen2.5-3B Q8_0,670,0,0.1745,250
Qwen2.5-3B Q8_0,671,1,0.2553,428
Qwen2.5-3B Q8_0,672,1,0.1365,216
Qwen2.5-3B Q8_0,673,0,0.2184,236
Qwen2.5-3B Q8_0,674,1,0.1356,262
Qwen2.5-3B Q8_0,675,1,0.1004,110
Qwen2.5-3B Q8_0,676,1,0.2165,322
Qwen2.5-3B Q8_0,677,1,0.1340,163
Qwen2.5-3B Q8_0,678,1,0.2214,362
Qwen2.5-3B Q8_0,679,0,0.1343,245
Qwen2.5-3B Q8_0,680,0,0.2169,312
Qwen2.5-3B Q8_0,681,1,0.1336,245
Qwen2.5-3B Q8_0,682,1,0.1358,262
Qwen2.5-3B Q8_0,683,1,0.1343,253
Qwen2.5-3B Q8_0,684,1,0.1296,160
Qwen2.5-3B Q8_0,685,1,0.1394,202
Qwen2.5-3B Q8_0,686,1,0.2186,290
Qwen2.5-3B Q8_0,687,1,0.1302,189
Qwen2.5-3B Q8_0,688,1,0.1357,192
Qwen2.5-3B Q8_0,689,1,0.1325,199
Qwen2.5-3B Q8_0,690,1,0.2192,291
Qwen2.5-3B Q8_0,691,1,0.1339,204
Qwen2.5-3B Q8_0,692,1,0.2308,582
Qwen2.5-3B Q8_0,693,0,0.1313,142
Qwen2.5-3B Q8_0,694,1,0.1362,214
Qwen2.5-3B Q8_0,695,1,0.1335,208
Qwen2.5-3B Q8_0,696,1,0.2184,277
Qwen2.5-3B Q8_0,697,1,0.2168,333
Qwen2.5-3B Q8_0,698,1,0.2227,345
Qwen2.5-3B Q8_0,699,1,0.1289,159
Qwen2.5-3B Q8_0,700,0,0.1345,134
Qwen2.5-3B Q8_0,701,1,0.1367,252
Qwen2.5-3B Q8_0,702,1,0.1324,260
Qwen2.5-3B Q8_0,703,1,0.1359,226
Qwen2.5-3B Q8_0,704,1,0.1360,201
Qwen2.5-3B Q8_0,705,1,0.2245,413
Qwen2.5-3B Q8_0,706,0,0.1374,258
Qwen2.5-3B Q8_0,707,0,0.2269,430
Qwen2.5-3B Q8_0,708,1,0.2182,303
Qwen2.5-3B Q8_0,709,1,0.2239,448
Qwen2.5-3B Q8_0,710,1,0.2187,318
Qwen2.5-3B Q8_0,711,0,0.1348,230
Qwen2.5-3B Q8_0,712,0,0.1358,209
Qwen2.5-3B Q8_0,713,1,0.2177,325
Qwen2.5-3B Q8_0,714,1,0.3643,497
Qwen2.5-3B Q8_0,715,1,0.2225,357
Qwen2.5-3B Q8_0,716,1,0.1383,275
Qwen2.5-3B Q8_0,717,1,0.2199,174
Qwen2.5-3B Q8_0,718,1,0.2234,379
Qwen2.5-3B Q8_0,719,0,0.1323,230
Qwen2.5-3B Q8_0,720,0,0.1003,120
Qwen2.5-3B Q8_0,721,1,0.1335,168
Qwen2.5-3B Q8_0,722,1,0.2193,284
Qwen2.5-3B Q8_0,723,1,0.1291,196
Qwen2.5-3B Q8_0,724,1,0.1331,229
Qwen2.5-3B Q8_0,725,1,0.2217,329
Qwen2.5-3B Q8_0,726,1,0.1318,169
Qwen2.5-3B Q8_0,727,1,0.2209,355
Qwen2.5-3B Q8_0,728,0,0.1325,155
Qwen2.5-3B Q8_0,729,1,0.2200,400
Qwen2.5-3B Q8_0,730,1,0.2288,469
Qwen2.5-3B Q8_0,731,1,0.2240,486
Qwen2.5-3B Q8_0,732,1,0.2236,326
Qwen2.5-3B Q8_0,733,1,0.1357,248
Qwen2.5-3B Q8_0,734,1,0.1335,262
Qwen2.5-3B Q8_0,735,1,0.1360,254
Qwen2.5-3B Q8_0,736,1,0.2223,339
Qwen2.5-3B Q8_0,737,1,0.1307,159
Qwen2.5-3B Q8_0,738,1,0.1363,253
Qwen2.5-3B Q8_0,739,1,0.1352,275
Qwen2.5-3B Q8_0,740,1,0.1354,162
Qwen2.5-3B Q8_0,741,1,0.2269,564
Qwen2.5-3B Q8_0,742,1,0.2240,241
Qwen2.5-3B Q8_0,743,1,0.2129,354
Qwen2.5-3B Q8_0,744,0,0.1319,137
Qwen2.5-3B Q8_0,745,1,0.2227,356
Qwen2.5-3B Q8_0,746,0,0.2211,310
Qwen2.5-3B Q8_0,747,0,0.1312,198
Qwen2.5-3B Q8_0,748,1,0.2170,263
Qwen2.5-3B Q8_0,749,1,0.1321,231
Qwen2.5-3B Q8_0,750,0,0.1349,254
Qwen2.5-3B Q8_0,751,1,0.1390,274
Qwen2.5-3B Q8_0,752,0,0.2194,388
Qwen2.5-3B Q8_0,753,1,0.1330,255
Qwen2.5-3B Q8_0,754,1,0.2190,310
Qwen2.5-3B Q8_0,755,0,0.2165,363
Qwen2.5-3B Q8_0,756,1,0.2157,304
Qwen2.5-3B Q8_0,757,1,0.2212,447
Qwen2.5-3B Q8_0,758,0,0.1352,245
Qwen2.5-3B Q8_0,759,1,0.2176,323
Qwen2.5-3B Q8_0,760,1,0.1358,264
Qwen2.5-3B Q8_0,761,0,0.2218,347
Qwen2.5-3B Q8_0,762,1,0.2245,341
Qwen2.5-3B Q8_0,763,1,0.1349,264
Qwen2.5-3B Q8_0,764,1,0.2197,336
Qwen2.5-3B Q8_0,765,0,0.2225,394
Qwen2.5-3B Q8_0,766,1,0.2280,513
Qwen2.5-3B Q8_0,767,1,0.2263,471
Qwen2.5-3B Q8_0,768,0,0.1331,185
Qwen2.5-3B Q8_0,769,1,0.1369,304
Qwen2.5-3B Q8_0,770,1,0.2209,332
Qwen2.5-3B Q8_0,771,1,0.1336,150
Qwen2.5-3B Q8_0,772,1,0.1355,202
Qwen2.5-3B Q8_0,773,1,0.1323,149
Qwen2.5-3B Q8_0,774,1,0.1297,334
Qwen2.5-3B Q8_0,775,1,0.0986,116
Qwen2.5-3B Q8_0,776,1,0.2177,304
Qwen2.5-3B Q8_0,777,0,0.1330,216
Qwen2.5-3B Q8_0,778,1,0.1340,189
Qwen2.5-3B Q8_0,779,1,0.2223,353
Qwen2.5-3B Q8_0,780,1,0.2182,400
Qwen2.5-3B Q8_0,781,1,0.1344,180
