model,question,correct,seconds,prompt_chars
Qwen2.5-3B Q4_0,289,0,0.1868,428
Qwen2.5-3B Q4_0,290,0,0.1943,542
Qwen2.5-3B Q4_0,291,0,0.1875,252
Qwen2.5-3B Q4_0,292,0,0.1100,170
Qwen2.5-3B Q4_0,293,1,0.1123,245
Qwen2.5-3B Q4_0,294,1,0.1128,168
Qwen2.5-3B Q4_0,295,1,0.1106,138
Qwen2.5-3B Q4_0,296,0,0.1135,300
Qwen2.5-3B Q4_0,297,1,0.1128,232
Qwen2.5-3B Q4_0,298,1,0.1993,492
Qwen2.5-3B Q4_0,299,0,0.1982,493
Qwen2.5-3B Q4_0,300,1,0.1140,225
Qwen2.5-3B Q4_0,301,1,0.1845,223
Qwen2.5-3B Q4_0,302,1,0.1135,210
Qwen2.5-3B Q4_0,303,1,0.1155,322
Qwen2.5-3B Q4_0,304,0,0.1138,232
Qwen2.5-3B Q4_0,305,1,0.1129,134
Qwen2.5-3B Q4_0,306,1,0.1137,272
Qwen2.5-3B Q4_0,307,1,0.1145,224
Qwen2.5-3B Q4_0,308,1,0.1128,196
Qwen2.5-3B Q4_0,309,1,0.1124,241
Qwen2.5-3B Q4_0,310,0,0.3066,667
Qwen2.5-3B Q4_0,311,0,0.1935,361
Qwen2.5-3B Q4_0,312,1,0.0812,100
Qwen2.5-3B Q4_0,313,0,0.1822,223
Qwen2.5-3B Q4_0,314,1,0.1829,311
Qwen2.5-3B Q4_0,315,0,0.1858,285
Qwen2.5-3B Q4_0,316,1,0.1108,272
Qwen2.5-3B Q4_0,317,1,0.1832,337
Qwen2.5-3B Q4_0,318,1,0.2038,550
Qwen2.5-3B Q4_0,319,0,0.1134,129
Qwen2.5-3B Q4_0,320,0,0.2266,588
Qwen2.5-3B Q4_0,321,0,0.1128,228
Qwen2.5-3B Q4_0,322,1,0.1845,376
Qwen2.5-3B Q4_0,323,1,0.1121,226
Qwen2.5-3B Q4_0,324,1,0.1105,160
Qwen2.5-3B Q4_0,325,1,0.1949,476
Qwen2.5-3B Q4_0,326,1,0.1082,151
Qwen2.5-3B Q4_0,327,1,0.1128,223
Qwen2.5-3B Q4_0,328,0,0.1123,192
Qwen2.5-3B Q4_0,329,1,0.1092,152
Qwen2.5-3B Q4_0,330,0,0.1862,307
Qwen2.5-3B Q4_0,331,1,0.1903,593
Qwen2.5-3B Q4_0,332,0,0.1095,193
Qwen2.5-3B Q4_0,333,1,0.1879,219
Qwen2.5-3B Q4_0,334,0,0.1815,334
Qwen2.5-3B Q4_0,335,1,0.1887,308
Qwen2.5-3B Q4_0,336,0,0.1829,177
Qwen2.5-3B Q4_0,337,1,0.1901,402
Qwen2.5-3B Q4_0,338,0,0.1128,234
Qwen2.5-3B Q4_0,339,1,0.1221,298
Qwen2.5-3B Q4_0,340,0,0.1239,232
Qwen2.5-3B Q4_0,341,1,0.1266,165
Qwen2.5-3B Q4_0,342,1,0.1232,197
Qwen2.5-3B Q4_0,343,1,0.2067,521
Qwen2.5-3B Q4_0,344,0,0.1960,388
Qwen2.5-3B Q4_0,345,1,0.1930,377
Qwen2.5-3B Q4_0,346,0,0.1189,198
Qwen2.5-3B Q4_0,347,0,0.1231,270
Qwen2.5-3B Q4_0,348,1,0.1196,148
Qwen2.5-3B Q4_0,349,0,0.1116,250
Qwen2.5-3B Q4_0,350,0,0.1137,167
Qwen2.5-3B Q4_0,351,1,0.1982,376
Qwen2.5-3B Q4_0,352,1,0.1216,222
Qwen2.5-3B Q4_0,353,0,0.1231,216
Qwen2.5-3B Q4_0,354,1,0.1223,230
Qwen2.5-3B Q4_0,355,1,0.1259,191
Qwen2.5-3B Q4_0,356,0,0.2042,438
Qwen2.5-3B Q4_0,357,0,0.2073,387
Qwen2.5-3B Q4_0,358,1,0.1474,171
Qwen2.5-3B Q4_0,359,1,0.1444,262
Qwen2.5-3B Q4_0,360,0,0.1986,396
Qwen2.5-3B Q4_0,361,1,0.1244,264
Qwen2.5-3B Q4_0,362,1,0.1227,197
Qwen2.5-3B Q4_0,363,1,0.1216,206
Qwen2.5-3B Q4_0,364,1,0.2067,470
Qwen2.5-3B Q4_0,365,1,0.1245,224
Qwen2.5-3B Q4_0,366,1,0.1235,224
Qwen2.5-3B Q4_0,367,1,0.1209,257
Qwen2.5-3B Q4_0,368,0,0.1275,258
Qwen2.5-3B Q4_0,369,1,0.1286,219
Qwen2.5-3B Q4_0,370,1,0.1976,303
Qwen2.5-3B Q4_0,371,1,0.1231,125
Qwen2.5-3B Q4_0,372,1,0.2025,302
Qwen2.5-3B Q4_0,373,0,0.1261,232
Qwen2.5-3B Q4_0,374,1,0.3291,663
Qwen2.5-3B Q4_0,375,1,0.1300,263
Qwen2.5-3B Q4_0,376,1,0.1277,287
Qwen2.5-3B Q4_0,377,0,0.1206,143
Qwen2.5-3B Q4_0,378,1,0.2054,377
Qwen2.5-3B Q4_0,379,1,0.1206,246
Qwen2.5-3B Q4_0,380,1,0.1951,273
Qwen2.5-3B Q4_0,381,1,0.1219,231
Qwen2.5-3B Q4_0,382,1,0.1937,300
Qwen2.5-3B Q4_0,383,1,0.1864,328
Qwen2.5-3B Q4_0,384,0,0.2026,252
Qwen2.5-3B Q4_0,385,0,0.1435,149
Qwen2.5-3B Q4_0,386,0,0.1302,173
Qwen2.5-3B Q4_0,387,1,0.2105,453
Qwen2.5-3B Q4_0,388,1,0.1207,268
Qwen2.5-3B Q4_0,389,1,0.1875,367
Qwen2.5-3B Q4_0,390,1,0.1885,345
Qwen2.5-3B Q4_0,391,1,0.1215,453
Qwen2.5-3B Q4_0,392,1,0.2103,479
Qwen2.5-3B Q4_0,393,0,0.1882,314
Qwen2.5-3B Q4_0,394,0,0.1916,442
Qwen2.5-3B Q4_0,395,1,0.1111,200
Qwen2.5-3B Q4_0,396,1,0.1934,491
Qwen2.5-3B Q4_0,397,1,0.1125,291
Qwen2.5-3B Q4_0,398,1,0.1972,393
Qwen2.5-3B Q4_0,399,1,0.1916,359
Qwen2.5-3B Q4_0,400,1,0.0791,120
Qwen2.5-3B Q4_0,401,1,0.1897,401
Qwen2.5-3B Q4_0,402,1,0.1946,371
Qwen2.5-3B Q4_0,403,1,0.1939,322
Qwen2.5-3B Q4_0,404,1,0.1991,440
Qwen2.5-3B Q4_0,405,0,0.2023,393
Qwen2.5-3B Q4_0,406,1,0.1992,335
Qwen2.5-3B Q4_0,407,0,0.2310,390
Qwen2.5-3B Q4_0,408,1,0.2091,457
Qwen2.5-3B Q4_0,409,0,0.2021,285
Qwen2.5-3B Q4_0,410,1,0.2024,370
Qwen2.5-3B Q4_0,411,1,0.1297,240
Qwen2.5-3B Q4_0,412,1,0.1247,174
Qwen2.5-3B Q4_0,413,0,0.2043,310
Qwen2.5-3B Q4_0,414,0,0.1872,323
Qwen2.5-3B Q4_0,415,1,0.1866,344
Qwen2.5-3B Q4_0,416,1,0.3094,724
Qwen2.5-3B Q4_0,417,1,0.1135,171
Qwen2.5-3B Q4_0,418,1,0.1214,260
Qwen2.5-3B Q4_0,419,1,0.1932,386
Qwen2.5-3B Q4_0,420,0,0.1048,134
Qwen2.5-3B Q4_0,421,1,0.1928,406
Qwen2.5-3B Q4_0,422,1,0.1901,444
Qwen2.5-3B Q4_0,423,1,0.1944,414
Qwen2.5-3B Q4_0,424,1,0.1817,407
Qwen2.5-3B Q4_0,425,1,0.1909,449
Qwen2.5-3B Q4_0,426,1,0.1846,268
Qwen2.5-3B Q4_0,427,0,0.1062,165
Qwen2.5-3B Q4_0,428,1,0.1911,492
Qwen2.5-3B Q4_0,429,1,0.1126,196
Qwen2.5-3B Q4_0,430,1,0.0791,100
Qwen2.5-3B Q4_0,431,1,0.1999,586
Qwen2.5-3B Q4_0,432,1,0.1820,375
Qwen2.5-3B Q4_0,433,1,0.1159,272
Qwen2.5-3B Q4_0,434,1,0.1991,606
Qwen2.5-3B Q4_0,435,1,0.3063,405
Qwen2.5-3B Q4_0,436,1,0.3126,598
Qwen2.5-3B Q4_0,437,0,0.1235,178
