model,question,correct,seconds,prompt_chars
glm-edge-1.5b Q5_K_M,289,0,0.1206,428
glm-edge-1.5b Q5_K_M,290,0,0.1215,542
glm-edge-1.5b Q5_K_M,291,0,0.1188,252
glm-edge-1.5b Q5_K_M,292,0,0.0754,170
glm-edge-1.5b Q5_K_M,293,1,0.0774,245
glm-edge-1.5b Q5_K_M,294,1,0.0740,168
glm-edge-1.5b Q5_K_M,295,1,0.0749,138
glm-edge-1.5b Q5_K_M,296,0,0.0783,300
glm-edge-1.5b Q5_K_M,297,1,0.0781,232
glm-edge-1.5b Q5_K_M,298,1,0.1226,492
glm-edge-1.5b Q5_K_M,299,0,0.1207,493
glm-edge-1.5b Q5_K_M,300,1,0.0805,225
glm-edge-1.5b Q5_K_M,301,0,0.1216,223
glm-edge-1.5b Q5_K_M,302,1,0.0746,210
glm-edge-1.5b Q5_K_M,303,1,0.0844,322
glm-edge-1.5b Q5_K_M,304,1,0.0781,232
glm-edge-1.5b Q5_K_M,305,1,0.0749,134
glm-edge-1.5b Q5_K_M,306,1,0.0792,272
glm-edge-1.5b Q5_K_M,307,0,0.0760,224
glm-edge-1.5b Q5_K_M,308,1,0.0783,196
glm-edge-1.5b Q5_K_M,309,1,0.0786,241
glm-edge-1.5b Q5_K_M,310,0,0.2009,667
glm-edge-1.5b Q5_K_M,311,0,0.1393,361
glm-edge-1.5b Q5_K_M,312,1,0.0757,100
glm-edge-1.5b Q5_K_M,313,0,0.1446,223
glm-edge-1.5b Q5_K_M,314,1,0.1157,311
glm-edge-1.5b Q5_K_M,315,0,0.1134,285
glm-edge-1.5b Q5_K_M,316,1,0.0795,272
glm-edge-1.5b Q5_K_M,317,1,0.1177,337
glm-edge-1.5b Q5_K_M,318,1,0.1255,550
glm-edge-1.5b Q5_K_M,319,0,0.0775,129
glm-edge-1.5b Q5_K_M,320,0,0.2094,588
glm-edge-1.5b Q5_K_M,321,1,0.0834,228
glm-edge-1.5b Q5_K_M,322,1,0.1271,376
glm-edge-1.5b Q5_K_M,323,1,0.0865,226
glm-edge-1.5b Q5_K_M,324,1,0.0899,160
glm-edge-1.5b Q5_K_M,325,1,0.1208,476
glm-edge-1.5b Q5_K_M,326,1,0.0737,151
glm-edge-1.5b Q5_K_M,327,1,0.0795,223
glm-edge-1.5b Q5_K_M,328,0,0.0758,192
glm-edge-1.5b Q5_K_M,329,1,0.0775,152
glm-edge-1.5b Q5_K_M,330,0,0.1162,307
glm-edge-1.5b Q5_K_M,331,1,0.1974,593
glm-edge-1.5b Q5_K_M,332,1,0.0765,193
glm-edge-1.5b Q5_K_M,333,1,0.1162,219
glm-edge-1.5b Q5_K_M,334,0,0.1130,334
glm-edge-1.5b Q5_K_M,335,0,0.1150,308
glm-edge-1.5b Q5_K_M,336,0,0.1189,177
glm-edge-1.5b Q5_K_M,337,1,0.1264,402
glm-edge-1.5b Q5_K_M,338,0,0.1219,234
glm-edge-1.5b Q5_K_M,339,0,0.0847,298
glm-edge-1.5b Q5_K_M,340,0,0.0851,232
glm-edge-1.5b Q5_K_M,341,0,0.0804,165
glm-edge-1.5b Q5_K_M,342,1,0.0748,197
glm-edge-1.5b Q5_K_M,343,1,0.1207,521
glm-edge-1.5b Q5_K_M,344,0,0.1204,388
glm-edge-1.5b Q5_K_M,345,1,0.1180,377
glm-edge-1.5b Q5_K_M,346,0,0.0793,198
glm-edge-1.5b Q5_K_M,347,1,0.0809,270
glm-edge-1.5b Q5_K_M,348,1,0.0774,148
glm-edge-1.5b Q5_K_M,349,0,0.0805,250
glm-edge-1.5b Q5_K_M,350,0,0.0763,167
glm-edge-1.5b Q5_K_M,351,1,0.1209,376
glm-edge-1.5b Q5_K_M,352,1,0.0788,222
glm-edge-1.5b Q5_K_M,353,1,0.0771,216
glm-edge-1.5b Q5_K_M,354,0,0.0788,230
glm-edge-1.5b Q5_K_M,355,1,0.0777,191
glm-edge-1.5b Q5_K_M,356,0,0.1181,438
glm-edge-1.5b Q5_K_M,357,0,0.1210,387
glm-edge-1.5b Q5_K_M,358,1,0.0803,171
glm-edge-1.5b Q5_K_M,359,0,0.1150,262
glm-edge-1.5b Q5_K_M,360,0,0.1238,396
