model,question,correct,seconds,prompt_chars
Qwen2.5-1.5B Q6_K,229,1,0.0935,286
Qwen2.5-1.5B Q6_K,230,1,0.2149,676
Qwen2.5-1.5B Q6_K,231,1,0.2279,928
Qwen2.5-1.5B Q6_K,232,1,0.0915,207
Qwen2.5-1.5B Q6_K,233,1,0.0883,91
Qwen2.5-1.5B Q6_K,234,0,0.0925,173
Qwen2.5-1.5B Q6_K,235,1,0.0869,239
Qwen2.5-1.5B Q6_K,236,1,0.0903,274
Qwen2.5-1.5B Q6_K,237,0,0.1244,314
Qwen2.5-1.5B Q6_K,238,1,0.1293,415
Qwen2.5-1.5B Q6_K,239,1,0.0908,206
Qwen2.5-1.5B Q6_K,240,0,0.0907,239
Qwen2.5-1.5B Q6_K,241,1,0.1265,317
Qwen2.5-1.5B Q6_K,242,1,0.0926,266
Qwen2.5-1.5B Q6_K,243,1,0.0887,156
Qwen2.5-1.5B Q6_K,244,0,0.1342,399
Qwen2.5-1.5B Q6_K,245,1,0.0901,273
Qwen2.5-1.5B Q6_K,246,1,0.0907,247
Qwen2.5-1.5B Q6_K,247,1,0.1244,328
Qwen2.5-1.5B Q6_K,248,0,0.0867,185
Qwen2.5-1.5B Q6_K,249,1,0.0861,137
Qwen2.5-1.5B Q6_K,250,1,0.0902,224
Qwen2.5-1.5B Q6_K,251,0,0.1315,413
Qwen2.5-1.5B Q6_K,252,1,0.1290,323
Qwen2.5-1.5B Q6_K,253,1,0.0905,174
Qwen2.5-1.5B Q6_K,254,0,0.1244,314
Qwen2.5-1.5B Q6_K,255,0,0.0869,217
Qwen2.5-1.5B Q6_K,256,0,0.0892,136
Qwen2.5-1.5B Q6_K,257,1,0.1314,494
Qwen2.5-1.5B Q6_K,258,1,0.1250,328
Qwen2.5-1.5B Q6_K,259,0,0.1250,224
Qwen2.5-1.5B Q6_K,260,1,0.1262,314
Qwen2.5-1.5B Q6_K,261,1,0.0896,181
Qwen2.5-1.5B Q6_K,262,1,0.1283,289
Qwen2.5-1.5B Q6_K,263,0,0.0877,146
Qwen2.5-1.5B Q6_K,264,1,0.0922,253
Qwen2.5-1.5B Q6_K,265,0,0.1283,300
Qwen2.5-1.5B Q6_K,266,1,0.0884,206
Qwen2.5-1.5B Q6_K,267,1,0.0914,263
Qwen2.5-1.5B Q6_K,268,1,0.1304,356
Qwen2.5-1.5B Q6_K,269,1,0.2268,946
Qwen2.5-1.5B Q6_K,270,1,0.0936,254
Qwen2.5-1.5B Q6_K,271,1,0.0683,112
