model,question,correct,seconds,prompt_chars
Qwen2.5-1.5B Q5_0,184,1,0.1073,382
Qwen2.5-1.5B Q5_0,185,1,0.1082,573
Qwen2.5-1.5B Q5_0,186,1,0.1104,473
Qwen2.5-1.5B Q5_0,187,0,0.1076,287
Qwen2.5-1.5B Q5_0,188,1,0.0700,179
Qwen2.5-1.5B Q5_0,189,0,0.0740,235
Qwen2.5-1.5B Q5_0,190,0,0.0718,246
Qwen2.5-1.5B Q5_0,191,0,0.1069,294
Qwen2.5-1.5B Q5_0,192,1,0.0716,174
Qwen2.5-1.5B Q5_0,193,1,0.1076,372
Qwen2.5-1.5B Q5_0,194,1,0.1082,423
Qwen2.5-1.5B Q5_0,195,1,0.0684,263
Qwen2.5-1.5B Q5_0,196,1,0.1075,434
Qwen2.5-1.5B Q5_0,197,0,0.1048,305
Qwen2.5-1.5B Q5_0,198,1,0.1041,319
Qwen2.5-1.5B Q5_0,199,1,0.0711,236
Qwen2.5-1.5B Q5_0,200,1,0.0724,285
Qwen2.5-1.5B Q5_0,201,1,0.0720,350
Qwen2.5-1.5B Q5_0,202,1,0.0676,148
Qwen2.5-1.5B Q5_0,203,1,0.0715,271
Qwen2.5-1.5B Q5_0,204,1,0.0708,241
Qwen2.5-1.5B Q5_0,205,0,0.1026,185
Qwen2.5-1.5B Q5_0,206,1,0.1102,375
Qwen2.5-1.5B Q5_0,207,1,0.1089,443
Qwen2.5-1.5B Q5_0,208,1,0.1027,361
Qwen2.5-1.5B Q5_0,209,1,0.0709,223
Qwen2.5-1.5B Q5_0,210,1,0.0717,251
Qwen2.5-1.5B Q5_0,211,0,0.1069,290
Qwen2.5-1.5B Q5_0,212,1,0.0693,254
Qwen2.5-1.5B Q5_0,213,1,0.1080,407
Qwen2.5-1.5B Q5_0,214,1,0.1076,476
Qwen2.5-1.5B Q5_0,215,1,0.1013,294
Qwen2.5-1.5B Q5_0,216,1,0.0700,241
Qwen2.5-1.5B Q5_0,217,0,0.1034,262
Qwen2.5-1.5B Q5_0,218,1,0.0511,91
Qwen2.5-1.5B Q5_0,219,1,0.0679,274
Qwen2.5-1.5B Q5_0,220,1,0.0724,274
Qwen2.5-1.5B Q5_0,221,1,0.1071,335
Qwen2.5-1.5B Q5_0,222,0,0.0695,184
Qwen2.5-1.5B Q5_0,223,1,0.1070,334
Qwen2.5-1.5B Q5_0,224,1,0.0713,156
Qwen2.5-1.5B Q5_0,225,1,0.1018,355
Qwen2.5-1.5B Q5_0,226,1,0.1103,382
Qwen2.5-1.5B Q5_0,227,1,0.1062,340
Qwen2.5-1.5B Q5_0,228,1,0.0695,172
Qwen2.5-1.5B Q5_0,229,1,0.0685,286
Qwen2.5-1.5B Q5_0,230,1,0.1806,676
Qwen2.5-1.5B Q5_0,231,0,0.2121,928
Qwen2.5-1.5B Q5_0,232,1,0.0757,207
Qwen2.5-1.5B Q5_0,233,1,0.0721,91
Qwen2.5-1.5B Q5_0,234,0,0.0792,173
Qwen2.5-1.5B Q5_0,235,1,0.0681,239
Qwen2.5-1.5B Q5_0,236,1,0.0729,274
Qwen2.5-1.5B Q5_0,237,1,0.1045,314
Qwen2.5-1.5B Q5_0,238,1,0.1138,415
Qwen2.5-1.5B Q5_0,239,1,0.0725,206
Qwen2.5-1.5B Q5_0,240,0,0.0751,239
Qwen2.5-1.5B Q5_0,241,1,0.1081,317
Qwen2.5-1.5B Q5_0,242,1,0.0746,266
Qwen2.5-1.5B Q5_0,243,1,0.0695,156
Qwen2.5-1.5B Q5_0,244,0,0.1101,399
Qwen2.5-1.5B Q5_0,245,1,0.0731,273
Qwen2.5-1.5B Q5_0,246,1,0.0716,247
Qwen2.5-1.5B Q5_0,247,0,0.1059,328
Qwen2.5-1.5B Q5_0,248,0,0.0696,185
Qwen2.5-1.5B Q5_0,249,1,0.0686,137
