model,question,correct,seconds,prompt_chars
SmolLM2-1.7B Q5_K_M,106,1,0.0934,248
SmolLM2-1.7B Q5_K_M,107,0,0.1427,345
SmolLM2-1.7B Q5_K_M,108,1,0.1406,294
SmolLM2-1.7B Q5_K_M,109,0,0.0919,144
SmolLM2-1.7B Q5_K_M,110,0,0.1437,489
SmolLM2-1.7B Q5_K_M,111,0,0.0946,243
SmolLM2-1.7B Q5_K_M,112,0,0.1362,284
SmolLM2-1.7B Q5_K_M,113,0,0.0917,177
SmolLM2-1.7B Q5_K_M,114,0,0.0929,238
SmolLM2-1.7B Q5_K_M,115,1,0.0912,218
SmolLM2-1.7B Q5_K_M,116,1,0.0918,244
SmolLM2-1.7B Q5_K_M,117,1,0.0934,198
SmolLM2-1.7B Q5_K_M,118,0,0.1395,247
SmolLM2-1.7B Q5_K_M,119,1,0.1405,392
SmolLM2-1.7B Q5_K_M,120,1,0.1415,348
SmolLM2-1.7B Q5_K_M,121,0,0.0911,175
SmolLM2-1.7B Q5_K_M,122,1,0.1377,314
SmolLM2-1.7B Q5_K_M,123,0,0.1398,309
SmolLM2-1.7B Q5_K_M,124,0,0.1443,334
SmolLM2-1.7B Q5_K_M,125,1,0.0897,212
SmolLM2-1.7B Q5_K_M,126,0,0.0869,143
SmolLM2-1.7B Q5_K_M,127,0,0.0910,155
SmolLM2-1.7B Q5_K_M,128,0,0.0860,126
SmolLM2-1.7B Q5_K_M,129,1,0.0916,214
SmolLM2-1.7B Q5_K_M,130,0,0.0897,154
SmolLM2-1.7B Q5_K_M,131,1,0.0890,176
SmolLM2-1.7B Q5_K_M,132,1,0.0937,168
SmolLM2-1.7B Q5_K_M,133,0,0.1000,212
SmolLM2-1.7B Q5_K_M,134,1,0.1505,356
SmolLM2-1.7B Q5_K_M,135,0,0.1395,344
SmolLM2-1.7B Q5_K_M,136,1,0.1453,380
SmolLM2-1.7B Q5_K_M,137,1,0.1371,267
SmolLM2-1.7B Q5_K_M,138,1,0.1389,309
SmolLM2-1.7B Q5_K_M,139,0,0.0905,228
SmolLM2-1.7B Q5_K_M,140,1,0.1434,295
SmolLM2-1.7B Q5_K_M,141,1,0.1389,320
SmolLM2-1.7B Q5_K_M,142,0,0.0929,217
SmolLM2-1.7B Q5_K_M,143,0,0.1449,366
SmolLM2-1.7B Q5_K_M,144,1,0.0923,193
SmolLM2-1.7B Q5_K_M,145,1,0.1489,491
SmolLM2-1.7B Q5_K_M,146,0,0.0899,184
SmolLM2-1.7B Q5_K_M,147,0,0.0909,226
SmolLM2-1.7B Q5_K_M,148,1,0.0896,91
SmolLM2-1.7B Q5_K_M,149,1,0.0948,225
SmolLM2-1.7B Q5_K_M,150,0,0.0925,257
SmolLM2-1.7B Q5_K_M,151,0,0.0924,185
SmolLM2-1.7B Q5_K_M,152,0,0.0895,163
SmolLM2-1.7B Q5_K_M,153,0,0.1367,371
SmolLM2-1.7B Q5_K_M,154,0,0.1408,319
SmolLM2-1.7B Q5_K_M,155,0,0.0911,207
SmolLM2-1.7B Q5_K_M,156,0,0.0865,118
SmolLM2-1.7B Q5_K_M,157,1,0.0914,182
SmolLM2-1.7B Q5_K_M,158,1,0.0894,177
SmolLM2-1.7B Q5_K_M,159,0,0.0882,171
SmolLM2-1.7B Q5_K_M,160,0,0.0887,265
SmolLM2-1.7B Q5_K_M,161,1,0.0930,164
SmolLM2-1.7B Q5_K_M,162,0,0.1505,532
SmolLM2-1.7B Q5_K_M,163,0,0.1489,322
SmolLM2-1.7B Q5_K_M,164,1,0.0904,152
SmolLM2-1.7B Q5_K_M,165,0,0.0895,110
SmolLM2-1.7B Q5_K_M,166,1,0.0917,228
SmolLM2-1.7B Q5_K_M,167,0,0.0936,226
SmolLM2-1.7B Q5_K_M,168,0,0.0885,192
SmolLM2-1.7B Q5_K_M,169,1,0.1444,308
SmolLM2-1.7B Q5_K_M,170,0,0.2510,324
SmolLM2-1.7B Q5_K_M,171,1,0.1433,297
SmolLM2-1.7B Q5_K_M,172,0,0.1425,332
SmolLM2-1.7B Q5_K_M,173,0,0.0951,273
SmolLM2-1.7B Q5_K_M,174,0,0.0883,145
SmolLM2-1.7B Q5_K_M,175,0,0.1446,439
SmolLM2-1.7B Q5_K_M,176,0,0.1037,263
SmolLM2-1.7B Q5_K_M,177,1,0.1515,382
SmolLM2-1.7B Q5_K_M,178,1,0.0953,202
SmolLM2-1.7B Q5_K_M,179,0,0.0914,120
SmolLM2-1.7B Q5_K_M,180,0,0.0871,143
SmolLM2-1.7B Q5_K_M,181,1,0.1402,380
SmolLM2-1.7B Q5_K_M,182,0,0.0895,169
SmolLM2-1.7B Q5_K_M,183,1,0.1386,353
SmolLM2-1.7B Q5_K_M,184,0,0.1436,382
SmolLM2-1.7B Q5_K_M,185,0,0.1514,573
SmolLM2-1.7B Q5_K_M,186,1,0.1489,473
SmolLM2-1.7B Q5_K_M,187,0,0.1455,287
SmolLM2-1.7B Q5_K_M,188,1,0.0943,179
SmolLM2-1.7B Q5_K_M,189,0,0.0888,235
SmolLM2-1.7B Q5_K_M,190,1,0.0903,246
SmolLM2-1.7B Q5_K_M,191,0,0.1402,294
SmolLM2-1.7B Q5_K_M,192,0,0.0902,174
SmolLM2-1.7B Q5_K_M,193,1,0.1428,372
SmolLM2-1.7B Q5_K_M,194,0,0.1435,423
SmolLM2-1.7B Q5_K_M,195,1,0.0932,263
SmolLM2-1.7B Q5_K_M,196,0,0.1422,434
SmolLM2-1.7B Q5_K_M,197,0,0.1420,305
SmolLM2-1.7B Q5_K_M,198,1,0.1445,319
SmolLM2-1.7B Q5_K_M,199,0,0.0955,236
SmolLM2-1.7B Q5_K_M,200,0,0.1431,285
SmolLM2-1.7B Q5_K_M,201,1,0.1445,350
SmolLM2-1.7B Q5_K_M,202,1,0.0926,148
SmolLM2-1.7B Q5_K_M,203,0,0.0944,271
SmolLM2-1.7B Q5_K_M,204,0,0.0929,241
SmolLM2-1.7B Q5_K_M,205,1,0.1432,185
SmolLM2-1.7B Q5_K_M,206,0,0.1435,375
SmolLM2-1.7B Q5_K_M,207,1,0.1477,443
SmolLM2-1.7B Q5_K_M,208,1,0.1414,361
SmolLM2-1.7B Q5_K_M,209,1,0.0939,223
SmolLM2-1.7B Q5_K_M,210,1,0.0961,251
SmolLM2-1.7B Q5_K_M,211,1,0.1478,290
SmolLM2-1.7B Q5_K_M,212,1,0.0974,254
SmolLM2-1.7B Q5_K_M,213,0,0.1481,407
SmolLM2-1.7B Q5_K_M,214,0,0.1481,476
SmolLM2-1.7B Q5_K_M,215,0,0.1439,294
SmolLM2-1.7B Q5_K_M,216,0,0.0946,241
SmolLM2-1.7B Q5_K_M,217,0,0.1461,262
SmolLM2-1.7B Q5_K_M,218,1,0.0767,91
SmolLM2-1.7B Q5_K_M,219,0,0.1487,274
SmolLM2-1.7B Q5_K_M,220,0,0.0967,274
SmolLM2-1.7B Q5_K_M,221,0,0.1475,335
SmolLM2-1.7B Q5_K_M,222,0,0.0939,184
SmolLM2-1.7B Q5_K_M,223,0,0.1409,334
SmolLM2-1.7B Q5_K_M,224,0,0.0927,156
SmolLM2-1.7B Q5_K_M,225,1,0.1453,355
SmolLM2-1.7B Q5_K_M,226,0,0.1475,382
SmolLM2-1.7B Q5_K_M,227,1,0.1455,340
SmolLM2-1.7B Q5_K_M,228,0,0.0935,172
SmolLM2-1.7B Q5_K_M,229,0,0.1434,286
SmolLM2-1.7B Q5_K_M,230,1,0.2527,676
SmolLM2-1.7B Q5_K_M,231,0,0.2628,928
SmolLM2-1.7B Q5_K_M,232,1,0.0966,207
SmolLM2-1.7B Q5_K_M,233,0,0.0897,91
SmolLM2-1.7B Q5_K_M,234,1,0.0917,173
SmolLM2-1.7B Q5_K_M,235,1,0.0900,239
SmolLM2-1.7B Q5_K_M,236,0,0.1384,274
SmolLM2-1.7B Q5_K_M,237,1,0.1405,314
SmolLM2-1.7B Q5_K_M,238,0,0.1470,415
SmolLM2-1.7B Q5_K_M,239,1,0.0982,206
SmolLM2-1.7B Q5_K_M,240,1,0.0949,239
SmolLM2-1.7B Q5_K_M,241,0,0.1415,317
SmolLM2-1.7B Q5_K_M,242,0,0.1420,266
SmolLM2-1.7B Q5_K_M,243,0,0.0897,156
SmolLM2-1.7B Q5_K_M,244,0,0.1405,399
SmolLM2-1.7B Q5_K_M,245,1,0.0972,273
SmolLM2-1.7B Q5_K_M,246,0,0.0926,247
SmolLM2-1.7B Q5_K_M,247,1,0.1403,328
SmolLM2-1.7B Q5_K_M,248,0,0.0919,185
SmolLM2-1.7B Q5_K_M,249,0,0.0896,137
SmolLM2-1.7B Q5_K_M,250,1,0.0937,224
SmolLM2-1.7B Q5_K_M,251,0,0.1425,413
SmolLM2-1.7B Q5_K_M,252,0,0.1433,323
SmolLM2-1.7B Q5_K_M,253,1,0.0917,174
SmolLM2-1.7B Q5_K_M,254,0,0.1386,314
SmolLM2-1.7B Q5_K_M,255,1,0.0926,217
SmolLM2-1.7B Q5_K_M,256,1,0.0907,136
SmolLM2-1.7B Q5_K_M,257,0,0.1494,494
SmolLM2-1.7B Q5_K_M,258,1,0.1428,328
SmolLM2-1.7B Q5_K_M,259,0,0.1362,224
SmolLM2-1.7B Q5_K_M,260,0,0.1375,314
SmolLM2-1.7B Q5_K_M,261,1,0.0918,181
SmolLM2-1.7B Q5_K_M,262,0,0.1377,289
SmolLM2-1.7B Q5_K_M,263,1,0.0928,146
SmolLM2-1.7B Q5_K_M,264,0,0.0934,253
SmolLM2-1.7B Q5_K_M,265,0,0.1438,300
SmolLM2-1.7B Q5_K_M,266,0,0.0926,206
SmolLM2-1.7B Q5_K_M,267,1,0.0935,263
SmolLM2-1.7B Q5_K_M,268,1,0.1429,356
SmolLM2-1.7B Q5_K_M,269,0,0.2547,946
SmolLM2-1.7B Q5_K_M,270,0,0.0989,254
SmolLM2-1.7B Q5_K_M,271,0,0.0673,112
SmolLM2-1.7B Q5_K_M,272,1,0.0911,201
SmolLM2-1.7B Q5_K_M,273,1,0.0946,244
SmolLM2-1.7B Q5_K_M,274,0,0.0932,236
SmolLM2-1.7B Q5_K_M,275,0,0.1485,349
SmolLM2-1.7B Q5_K_M,276,0,0.1431,178
SmolLM2-1.7B Q5_K_M,277,0,0.0934,244
SmolLM2-1.7B Q5_K_M,278,1,0.1466,391
SmolLM2-1.7B Q5_K_M,279,1,0.0951,235
SmolLM2-1.7B Q5_K_M,280,0,0.1380,160
SmolLM2-1.7B Q5_K_M,281,1,0.1449,392
SmolLM2-1.7B Q5_K_M,282,0,0.0954,264
SmolLM2-1.7B Q5_K_M,283,0,0.0941,211
SmolLM2-1.7B Q5_K_M,284,0,0.1448,444
SmolLM2-1.7B Q5_K_M,285,1,0.0966,147
SmolLM2-1.7B Q5_K_M,286,1,0.1402,336
SmolLM2-1.7B Q5_K_M,287,1,0.1408,290
SmolLM2-1.7B Q5_K_M,288,0,0.0951,213
SmolLM2-1.7B Q5_K_M,289,0,0.1422,428
SmolLM2-1.7B Q5_K_M,290,1,0.1536,542
SmolLM2-1.7B Q5_K_M,291,0,0.1484,252
SmolLM2-1.7B Q5_K_M,292,0,0.0921,170
SmolLM2-1.7B Q5_K_M,293,1,0.0939,245
SmolLM2-1.7B Q5_K_M,294,1,0.0947,168
SmolLM2-1.7B Q5_K_M,295,1,0.0931,138
SmolLM2-1.7B Q5_K_M,296,1,0.0936,300
SmolLM2-1.7B Q5_K_M,297,1,0.1013,232
SmolLM2-1.7B Q5_K_M,298,0,0.1642,492
SmolLM2-1.7B Q5_K_M,299,1,0.1699,493
SmolLM2-1.7B Q5_K_M,300,0,0.0972,225
SmolLM2-1.7B Q5_K_M,301,1,0.1663,223
SmolLM2-1.7B Q5_K_M,302,1,0.0909,210
SmolLM2-1.7B Q5_K_M,303,0,0.1408,322
SmolLM2-1.7B Q5_K_M,304,0,0.0924,232
SmolLM2-1.7B Q5_K_M,305,1,0.0902,134
SmolLM2-1.7B Q5_K_M,306,1,0.0933,272
SmolLM2-1.7B Q5_K_M,307,1,0.0928,224
SmolLM2-1.7B Q5_K_M,308,1,0.0934,196
SmolLM2-1.7B Q5_K_M,309,1,0.0933,241
SmolLM2-1.7B Q5_K_M,310,0,0.2546,667
SmolLM2-1.7B Q5_K_M,311,1,0.1463,361
SmolLM2-1.7B Q5_K_M,312,1,0.0674,100
SmolLM2-1.7B Q5_K_M,313,0,0.1386,223
SmolLM2-1.7B Q5_K_M,314,0,0.1419,311
SmolLM2-1.7B Q5_K_M,315,0,0.1454,285
SmolLM2-1.7B Q5_K_M,316,0,0.0949,272
SmolLM2-1.7B Q5_K_M,317,0,0.1429,337
SmolLM2-1.7B Q5_K_M,318,0,0.2408,550
SmolLM2-1.7B Q5_K_M,319,0,0.0932,129
SmolLM2-1.7B Q5_K_M,320,0,0.1431,588
SmolLM2-1.7B Q5_K_M,321,0,0.0934,228
SmolLM2-1.7B Q5_K_M,322,1,0.1430,376
SmolLM2-1.7B Q5_K_M,323,1,0.0936,226
SmolLM2-1.7B Q5_K_M,324,1,0.0912,160
SmolLM2-1.7B Q5_K_M,325,1,0.1458,476
SmolLM2-1.7B Q5_K_M,326,1,0.0898,151
SmolLM2-1.7B Q5_K_M,327,1,0.0931,223
SmolLM2-1.7B Q5_K_M,328,1,0.0911,192
SmolLM2-1.7B Q5_K_M,329,1,0.0911,152
SmolLM2-1.7B Q5_K_M,330,0,0.0919,307
SmolLM2-1.7B Q5_K_M,331,1,0.1526,593
SmolLM2-1.7B Q5_K_M,332,0,0.0934,193
SmolLM2-1.7B Q5_K_M,333,0,0.1420,219
SmolLM2-1.7B Q5_K_M,334,0,0.1443,334
SmolLM2-1.7B Q5_K_M,335,1,0.1409,308
SmolLM2-1.7B Q5_K_M,336,0,0.1446,177
SmolLM2-1.7B Q5_K_M,337,0,0.1432,402
SmolLM2-1.7B Q5_K_M,338,0,0.0932,234
SmolLM2-1.7B Q5_K_M,339,1,0.0943,298
SmolLM2-1.7B Q5_K_M,340,1,0.0958,232
SmolLM2-1.7B Q5_K_M,341,1,0.0963,165
SmolLM2-1.7B Q5_K_M,342,1,0.1002,197
SmolLM2-1.7B Q5_K_M,343,1,0.1617,521
SmolLM2-1.7B Q5_K_M,344,0,0.1663,388
SmolLM2-1.7B Q5_K_M,345,1,0.1560,377
SmolLM2-1.7B Q5_K_M,346,1,0.0923,198
